J_Fee,J_Fer,AA,Label
0,0.022727273,0,1
0,0,0,1
0,0.03125,0,1
0.026315789,0.008130081,3.199471399,1
0,0.128205128,0,1
0,0.043478261,0,1
0,0.157894737,0,1
0,0.04,0,1
0.201438849,0.280487805,14.97057139,1
0,0.01,0,1
0.014354067,0.04,0.916421082,1
0,0.098360656,0,1
0.009756098,0.012658228,0.610468884,1
0.006161429,0.032549729,8.616747448,1
0.118343195,0.144067797,10.20430596,1
0,0,0,1
0.017021277,0.043478261,1.58732143,1
0,0.170818505,0,1
0,0,0,1
0,0.05,0,1
0,0,0,1
0,0.125,0,1
0.00990099,0,0.460773921,1
0,0,0,1
0,0.048780488,0,1
0,0,0,1
0,0.211731044,0,1
0,0.153846154,0,1
0,0.118012422,0,1
0,0.090163934,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0.006896552,0,1
0.004728132,0.019512195,4.435657338,1
0,0.030769231,0,1
0,0.018867925,0,1
0,0.00147929,0,1
0,0,0,1
0,0,0,1
0,0.253488372,0,1
0,0,0,1
0,0,0,1
0,0.055555556,0,1
0,0.013921114,0,1
0.00907441,0.028301887,2.322161298,1
0.092105263,0,2.978648899,1
0,0.023255814,0,1
0,0.166666667,0,1
0.02,0.001092896,3.717625724,1
0,0.109947644,0,1
0,0.044715447,0,1
0.00397351,0.004458315,7.166951142,1
0.018604651,0.025551684,2.730697327,1
0.003091987,0.00877193,5.761858399,1
0,0.04040404,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0.008038585,0.014218009,3.490534586,1
0,0.08677686,0,1
0,0,0,1
0,0.067708333,0,1
0,0.02173913,0,1
0,0.150943396,0,1
0,0,0,1
0,0.008438819,0,1
0,0.021505376,0,1
0,0.036036036,0,1
0.012079566,0.075510204,67.1121663,1
0,0.037277147,0,1
0,0.22,0,1
0,0.0625,0,1
0,0.015306122,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0.166666667,0,1
0.010309278,0.00062383,0.599453467,1
0,0.05,0,1
0,0.333333333,0,1
0,0,0,1
0.01,0.007845504,0.980218662,1
0,0.099337748,0,1
0,0.045977011,0,1
0,0.083333333,0,1
0.029769959,0.18699187,11.11163924,1
0,0,0,1
0,0,0,1
0.052284264,0.116022099,42.1661105,1
0.291666667,0.140625,14.37382668,1
0,0,0,1
0,0,0,1
0,0.007142857,0,1
0,0.017241379,0,1
0,0.134920635,0,1
0,0.065217391,0,1
0,0.001865672,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0.136363636,0,1
0,0.101265823,0,1
0,0.067961165,0,1
0.452380952,0.8125,15.62441096,1
0,0.039393939,0,1
0,0,0,1
0.022492971,0.140243902,8.986219681,1
0,0,0,1
0,0.04040404,0,1
0.014444444,0.041322314,10.962465,1
0,0.025316456,0,1
0,0.048148148,0,1
0,0.008695652,0,1
0,0.057471264,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0.053191489,0,1
0,0.1,0,1
0.041474654,0.000555864,3.844115678,1
0,0,0,1
0,0.142538976,0,1
0,0.02173913,0,1
0,0,0,1
0,0.017241379,0,1
0.000196895,0.027267668,7.227634828,1
0,0.186556927,0,1
0,0.102439024,0,1
0,0.034722222,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0.029684601,0,1
0,0.000834725,0,1
0,0.151515152,0,1
0,0.031914894,0,1
0.000146058,0,2.781178738,1
0.280788177,0.120833333,37.81851943,1
0,0,0,1
0,0,0,1
0.012195122,0.016666667,0.393844044,1
0,0,0,1
0.120967742,0.123287671,7.218974439,1
0,0.018518519,0,1
0,0.032258065,0,1
0.031839623,0.083333333,13.76672272,1
0,0.001010101,0,1
0.076923077,0.04950495,4.448943998,1
0,0,0,1
0,0.082706767,0,1
0,0,0,1
0.004545455,0.001644061,1.246361578,1
0,0,0,1
0,0.047619048,0,1
0,0.033333333,0,1
0,0.08,0,1
0.02722063,0.09947644,25.38761955,1
0.018248175,0.180645161,1.989027008,1
0,0.102941176,0,1
0,0.105263158,0,1
0,0.000737463,0,1
0.009720535,0.010869565,3.442265121,1
0,0,0,1
0.028571429,0.040816327,4.610074562,1
0.021472596,0.125523013,122.4133592,1
0,0,0,1
0,0.013597033,0,1
0,0,0,1
0,0,0,1
0,0.06010929,0,1
0,0,0,1
0,0.150684932,0,1
0,0.061497326,0,1
0.03030303,0.003336113,6.290918797,1
0,0.012820513,0,1
0,0,0,1
0,0.032258065,0,1
0,0,0,1
0,0.011940299,0,1
0,0.005376344,0,1
0.048780488,0.166666667,1.144821512,1
0,0.066666667,0,1
0,0.083333333,0,1
0,0.153846154,0,1
0,0.04784689,0,1
0.012658228,0.083333333,1.755634685,1
0,0,0,1
0,0.00390625,0,1
0,0,0,1
0,0.153846154,0,1
0,0.3,0,1
0,0.035714286,0,1
0,0.125,0,1
0.025316456,0,1.443033395,1
0.024963821,0.084415584,27.34387023,1
0,0.043478261,0,1
6.56E-05,0.001849188,33.19085618,1
0,0.090909091,0,1
0,0.028571429,0,1
0,0.052631579,0,1
0,0,0,1
0.038369305,0.103448276,9.362108503,1
0,0,0,1
0,0.092307692,0,1
0,0.25,0,1
0,0.025210084,0,1
0,0.15403423,0,1
0.0096,0.021276596,2.389029477,1
0,0.015267176,0,1
0,0.004587156,0,1
0,0.103448276,0,1
0,0.016393443,0,1
0,0,0,1
0,0.102564103,0,1
0,0,0,1
0,0,0,1
0,0.024390244,0,1
0,0.093023256,0,1
0,0.055900621,0,1
0,0,0,1
0,0.121212121,0,1
0,0.02173913,0,1
0,0.042553191,0,1
0,0.095011876,0,1
0,0,0,1
0,0,0,1
0.014802632,0.016949153,4.482824726,1
0.14084507,0.179372197,52.14813626,1
0,0.076923077,0,1
0,0.083333333,0,1
0.064814815,0.107142857,6.219199935,1
0,0.105263158,0,1
0.006963788,0.023529412,8.72033789,1
0,0,0,1
0,0.016853933,0,1
0,0.069135802,0,1
0,0.086842105,0,1
0.019933555,0.045977011,3.775169703,1
0.02027027,0.002463054,2.192043762,1
0,0.215686275,0,1
0.024390244,0,2.33452811,1
0,0,0,1
0.018726592,0.029126214,8.797497608,1
0,0.085714286,0,1
0,0.023809524,0,1
0,0,0,1
0,0.153846154,0,1
0.002842524,0.003717472,3.783194671,1
0,0.091463415,0,1
0,0,0,1
0.035048471,0.117948718,21.19762255,1
0.174757282,0.275862069,13.9024582,1
0,0,0,1
0.069767442,0.069264069,14.70959123,1
0.063432836,0.161184211,7.840124006,1
0,0,0,1
0,0.011272142,0,1
0.03652968,0.064971751,3.311531485,1
0,0,0,1
0,0.36,0,1
0,0.157894737,0,1
0.230769231,0.044776119,2.522407428,1
0,0.047619048,0,1
0.023489933,0.015267176,2.437307561,1
0.03131524,0.029411765,6.97987651,1
0,0,0,1
0,0.014388489,0,1
0,0,0,1
0,0.04,0,1
0,0.013333333,0,1
0.064705882,0.022222222,9.893393925,1
0,0.130434783,0,1
0,0.008941878,0,1
0,0.025423729,0,1
0,0.049586777,0,1
0,0.046296296,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0.050167224,0,1
0,0.001441961,0,1
0,0.108108108,0,1
0,0,0,1
0,0,0,1
0.010526316,0,0.625059404,1
0,0,0,1
0,0,0,1
0,0.108910891,0,1
0.039370079,0.128205128,32.79349738,1
0,0.021126761,0,1
0,0,0,1
0.039794608,0.080645161,12.09109723,1
0,0.007896626,0,1
0,0.047445255,0,1
0,0.037974684,0,1
0,0,0,1
0,0,0,1
0,0.196969697,0,1
0,0.123893805,0,1
0,0.077922078,0,1
0,0,0,1
0,0,0,1
0.043643464,0.132142857,340.3333654,1
0,0.050847458,0,1
0,0,0,1
0.003103448,0.039927405,3.686766503,1
0,0.047393365,0,1
0.063829787,0.066608997,3.529127943,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0.107142857,0,1
0,0,0,1
0,0.087837838,0,1
0.149253731,0.066666667,6.833915486,1
0,0.032786885,0,1
0.071604938,0.125645439,13.81957794,1
0,0,0,1
0,0.058823529,0,1
0,0,0,1
0,0.03539823,0,1
0,0.074074074,0,1
0.003309011,0.033618985,15.51261505,1
0.017615731,0.048742138,17.9087977,1
0,0,0,1
0,0.011854951,0,1
0.113821138,0.008583691,14.62030944,1
0,0.082309582,0,1
0,0.049382716,0,1
0,0.014925373,0,1
0,0,0,1
0.032644178,0.096324461,10.34869574,1
0.194630872,0.206896552,46.88757845,1
0,0.047169811,0,1
0.22295082,0.272727273,46.8699711,1
0,0.02189781,0,1
0.005050505,0.012315271,4.135948746,1
0.169082126,0.212962963,18.94340048,1
0.055762082,0.105919003,17.27859164,1
0,0,0,1
0,0.019417476,0,1
0,0.025,0,1
0,0.072164948,0,1
0.000707987,0.00747464,8.51952584,1
0.024390244,0.009090909,3.321928095,1
0,0,0,1
0,0.026666667,0,1
0,0.028571429,0,1
0,0,0,1
0,0.009803922,0,1
0.063647491,0.299707602,22.01655411,1
0,0.038461538,0,1
0,0.495652174,0,1
0,0.042553191,0,1
0,0,0,1
0,0,0,1
0,0.008368201,0,1
0,0.013605442,0,1
0,0.03968254,0,1
0,0,0,1
0,0.034188034,0,1
0.054744526,0.083333333,10.49990513,1
0,0,0,1
0,0.076923077,0,1
0,0.076923077,0,1
0,0.384615385,0,1
2.53E-05,0,2.295330316,1
0,0.083333333,0,1
0,0,0,1
0,0,0,1
0.020408163,0.045045045,1.337878839,1
0,0.010309278,0,1
0,0,0,1
0,0.076350093,0,1
0,0,0,1
0.019653564,0.105826397,21.32927743,1
0,0.034482759,0,1
0,0.138596491,0,1
0.002415459,0.008474576,0.683808376,1
0,0.013422819,0,1
0,0,0,1
0.102292769,0.089285714,24.14147199,1
0.046511628,0.285714286,1.812711509,1
0,0.170212766,0,1
0,0,0,1
0.039705882,0.023809524,10.37122584,1
0.09375,0.243902439,3.883591318,1
0,0,0,1
0.010238908,0.000423191,1.362054297,1
0,0.037037037,0,1
0,0,0,1
0.006926578,0.062049062,45.54871796,1
0,0.024793388,0,1
0,0.055555556,0,1
0,0.081242533,0,1
0.010810811,0.007751938,8.632536149,1
0,0,0,1
0,0.012820513,0,1
0,0,0,1
0.026086957,0.062857143,1.65108685,1
0,0,0,1
0,0.297297297,0,1
0,0,0,1
0,0.056872038,0,1
0.053333333,0.110132159,3.913106498,1
0,0.00310559,0,1
0,0.086065574,0,1
0.00103515,0.01958042,10.934055,1
0,0.203125,0,1
0,0.010416667,0,1
0.000810866,0.091849935,1.614166011,1
0,0.031746032,0,1
0,0.005333333,0,1
0,0.035714286,0,1
0,0.053846154,0,1
0.011627907,0,0.781728915,1
0,0,0,1
0.065539112,0.130136986,17.04358618,1
0,0,0,1
0,0.000672948,0,1
0,0.166666667,0,1
0,0,0,1
0,0.057692308,0,1
0,0.066666667,0,1
0,0.026595745,0,1
0,0,0,1
0,0.204545455,0,1
0.01973165,0.036437247,9.593984342,1
0,0.103448276,0,1
0.011876485,0.025096525,10.50366701,1
0,0,0,1
0,0.007168459,0,1
0,0.118773946,0,1
0,0,0,1
0.032820352,0.149484536,83.47975511,1
0,0.064814815,0,1
0,0,0,1
0,0.015748031,0,1
0,0.010416667,0,1
0,0,0,1
0,0,0,1
0.142857143,0.19047619,5.956852117,1
0,0,0,1
0,0.219092332,0,1
0.030456853,0.194805195,2.461519021,1
0.047765794,0.05952381,12.61371684,1
0,0,0,1
0,0.182795699,0,1
0,0.095238095,0,1
0.020833333,0.222222222,1.695847547,1
0,0.157894737,0,1
0.039370079,0.026086957,18.12327326,1
0,0.021978022,0,1
0,0.073863636,0,1
0,0.043478261,0,1
0.002054068,0.035433071,15.81120523,1
0,0.276315789,0,1
0,0.142857143,0,1
0.029357798,0.0078125,8.151277336,1
0,0.019607843,0,1
0,0.152777778,0,1
0,0.007042254,0,1
0,0,0,1
0,0.010869565,0,1
0.036842105,0.000555556,2.791218482,1
0,0.065934066,0,1
0.0128,0.019354839,8.930778966,1
0.12987013,0.220588235,13.07695633,1
0,0.227272727,0,1
0,0.005449591,0,1
0,0.053571429,0,1
0,0.009771987,0,1
0,0.019305019,0,1
0,0.085784314,0,1
0,0.037974684,0,1
0,0.015873016,0,1
0,0.076923077,0,1
0,0.028818444,0,1
0,0,0,1
0,0.085365854,0,1
0,0,0,1
0,0,0,1
0.026666667,0.009673519,1.175398177,1
0,0.004219409,0,1
0,0.039106145,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0.071428571,0,1
0,0,0,1
0,0.027950311,0,1
0.003115265,0.036697248,0.608475081,1
0.09929078,0.132743363,6.383374256,1
0,0,0,1
0,0,0,1
0,0.005241935,0,1
0,0.053571429,0,1
0,0.024282561,0,1
0.042345277,0.045572917,23.3514084,1
0,0.019607843,0,1
0,0,0,1
0,0.040816327,0,1
0,0.024691358,0,1
0,0.10989011,0,1
0.002797203,0.01910828,5.805639441,1
0,0.009776536,0,1
0,0.074766355,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0.16843193,0.346456693,489.9355,1
0,0.022875817,0,1
0.010204082,0.076923077,0.926628408,1
0,0.007092199,0,1
0,0,0,1
0,0.025157233,0,1
0.031197302,0.050847458,13.97373068,1
0.044776119,0.061503417,1.118370942,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0.03030303,0,1
0,0.0651341,0,1
0,0,0,1
0.09375,0.081632653,6.253049484,1
0,0.058823529,0,1
0,0.071428571,0,1
0.063781321,0.011235955,21.57832328,1
0.12244898,0.146892655,20.38879802,1
0.25,0.209677419,10.84322266,1
0,0,0,1
0,0,0,1
0,0.044247788,0,1
0,0.121621622,0,1
0,0,0,1
0,0.04109589,0,1
0,0.074074074,0,1
0.039834025,0.060606061,35.21830847,1
0,0.075718016,0,1
0,0,0,1
0,0.037037037,0,1
0,0.012269939,0,1
0.071428571,0,9.625837992,1
0.00188798,0.003174603,1.542659272,1
0.061611374,0.047619048,19.74536939,1
0,0.053191489,0,1
0,0.042682927,0,1
0,0,0,1
0,0.134328358,0,1
0,0.016877637,0,1
0.043560606,0.153110048,13.76197115,1
0,0.103448276,0,1
0.013422819,0,1.186652773,1
0.019851117,0.090909091,3.043029041,1
0.007936508,0,0.770443521,1
0,0,0,1
0,0.055214724,0,1
0,0.00896861,0,1
0,0.075581395,0,1
0,0.055555556,0,1
0.475409836,0.183333333,39.41721586,1
0.001015228,0.023391813,0.891503798,1
0,0.010752688,0,1
0,0.166666667,0,1
0,0.024590164,0,1
0,0.01369863,0,1
0,0.04,0,1
0.077477477,0.083333333,27.36680791,1
0,0,0,1
0,0,0,1
0,0.029443839,0,1
0,0.013333333,0,1
0,0.405882353,0,1
0,0.019607843,0,1
0,0.049019608,0,1
0,0.090909091,0,1
0,0,0,1
0.00931677,0.008088235,1.369904668,1
0,0,0,1
0,0,0,1
0,0.000928505,0,1
0,0.075,0,1
0.01,0.003787879,0.35508321,1
0,0.25,0,1
0,0.042857143,0,1
0,0,0,1
0.014613779,0,3.744891038,1
0.002633889,0.037422037,1.138321356,1
0,0.036764706,0,1
0,0.032967033,0,1
0,0.029126214,0,1
0.009295499,0.015974441,6.295142287,1
0,0,0,1
0,0.181818182,0,1
0,0.068627451,0,1
0,0.290322581,0,1
0,0.026258206,0,1
0,0.562874251,0,1
0,0.133333333,0,1
0,0.022727273,0,1
0.032808399,0.007037748,8.703604707,1
0,0,0,1
0,0.043478261,0,1
0,0,0,1
0,0.157894737,0,1
0,0.007633588,0,1
0,0,0,1
0,0.25,0,1
0.006261181,0.013636364,3.563019123,1
0,0.006097561,0,1
0,0,0,1
0.03908431,0.09047619,28.35237582,1
0,0,0,1
0,0,0,1
0.068062827,0.153374233,18.15032671,1
0.000553185,0.010582011,2.477698089,1
0.086757991,0.096774194,21.18460495,1
0,0,0,1
0,0.025157233,0,1
0,0.009638554,0,1
0,0,0,1
0,0.001501502,0,1
0,0.195121951,0,1
0,0,0,1
0,0,0,1
0,0.103064067,0,1
0,0.333333333,0,1
0,0.051204819,0,1
0,0,0,1
0,0,0,1
0,0.019138756,0,1
0,0.211267606,0,1
0,0,0,1
0.025477707,0.049261084,1.849545925,1
0,0,0,1
0,0.027777778,0,1
0,0,0,1
0,0,0,1
0,0.02970297,0,1
0.032459426,0.12,42.55047855,1
0.238095238,0.317073171,9.540060316,1
0,0.081871345,0,1
0,0.009174312,0,1
0,0.033613445,0,1
0,0.526315789,0,1
0,0.016129032,0,1
0,0.016666667,0,1
3.23E-05,0.004225352,5.587869174,1
0,0,0,1
0.010245902,0.023890785,1.798692198,1
0.020502188,0.058571429,37.21415089,1
0,0.015625,0,1
0.015037594,0.023952096,5.717027771,1
0,0.44,0,1
0.142857143,0.095890411,2.600599651,1
0,0.100459619,0,1
0.051077414,0.089506173,30.7626834,1
0,0,0,1
0,0,0,1
0,0.03030303,0,1
0,0.037735849,0,1
0.036144578,0.013856813,4.405472854,1
0,0.026315789,0,1
0,0.126760563,0,1
0,0.074074074,0,1
0,0,0,1
0,0,0,1
0,0.030534351,0,1
0,0.045454545,0,1
0,0.025641026,0,1
0,0.24,0,1
0,0.068965517,0,1
0,0,0,1
0,0,0,1
0.033333333,0.08,2.92322369,1
0,0.002398082,0,1
0,0.044444444,0,1
0,0.25,0,1
0.044444444,0.082152975,1.463595534,1
0.03125,0.022556391,1.730429811,1
0,0.015748031,0,1
0,0,0,1
0,0,0,1
0,0.03030303,0,1
0,0,0,1
0,0.086956522,0,1
0,0.012048193,0,1
0.012715034,0.057971014,5.941307044,1
0.006369427,0.011029412,0.360899823,1
0,0.065395095,0,1
0,0.008403361,0,1
0.030927835,0.026200873,4.686424202,1
0.019292605,0.050413845,5.067184521,1
0,0.024,0,1
0,0.024475524,0,1
0,0.085714286,0,1
0.008511988,0.043286219,191.9474177,1
0,0,0,1
0,0.028089888,0,1
0,0.083333333,0,1
0,0.462184874,0,1
0,0.002967359,0,1
0.000477669,0.00391718,3.060293123,1
0.008333333,0.000677966,0.282841643,1
0.02739726,0.048894063,22.44467255,1
0,0.03030303,0,1
0,0.019607843,0,1
0,0.006525285,0,1
0,0.125,0,1
0,0.004950495,0,1
0.038461538,0.201709402,1.801091136,1
0,0,0,1
0,0.017241379,0,1
0,0.037037037,0,1
0,0.088495575,0,1
0,0.005988024,0,1
0,0,0,1
0,0,0,1
0.036764706,0.279826464,1.784277725,1
0,0.15830721,0,1
0,0.122689076,0,1
0,0,0,1
0,0,0,1
0,0.002919708,0,1
0,0,0,1
0,0.03125,0,1
0,0,0,1
0,0.153846154,0,1
0,0.00569152,0,1
0,0,0,1
0,0.003875969,0,1
0,0.006160164,0,1
0,0.090909091,0,1
0,0.1796875,0,1
0,0,0,1
0,0.012339056,0,1
0.002421308,0.008547009,0.56012059,1
0,0,0,1
0.000529427,0.01072153,30.49232248,1
0,0.049180328,0,1
0,0.01048951,0,1
0.005150555,0.052016985,26.51333763,1
0.026208651,0.153846154,67.50163767,1
0.108024691,0.02962963,15.81183476,1
2.23E-05,0.00103114,10.65634948,1
0,0.298850575,0,1
0,0.007407407,0,1
0,0.037037037,0,1
0,0.028571429,0,1
0,0.005291005,0,1
0.000410624,0.006711409,8.258205629,1
0,0.011904762,0,1
0.02607233,0.018808777,91.28850535,1
0.010344828,0.042203986,9.456858237,1
0,0.1,0,1
0,0.039647577,0,1
0,0.012048193,0,1
0,0.014925373,0,1
0,0.022222222,0,1
0,0.224489796,0,1
0.02270884,0.148314607,65.29775504,1
0,0,0,1
0,0.022727273,0,1
0.037037037,0.05171158,5.325738327,1
0,0.05,0,1
0,0.081081081,0,1
0,0,0,1
0.010273973,0.021949078,1.653838733,1
0.002793296,0,0.734361136,1
0.5,0.695652174,22.93030819,1
0,0.070588235,0,1
0.016556291,0.052631579,4.024920747,1
0,0,0,1
0,0.055555556,0,1
0,0.003511853,0,1
0,0,0,1
0,0,0,1
0,0.004405286,0,1
0.293103448,0.3625,21.86314926,1
0,0,0,1
0,0,0,1
0,0.01369863,0,1
0,0,0,1
0,0.022222222,0,1
0,0.048387097,0,1
0,0,0,1
0,0.022556391,0,1
0,0.070967742,0,1
0,0.05511811,0,1
0,0.1,0,1
0,0,0,1
0,0.069306931,0,1
0,0.020833333,0,1
0,0.111111111,0,1
0,0,0,1
0,0.004264392,0,1
0,0,0,1
0,0.01980198,0,1
0,0.001594896,0,1
0,0.00297619,0,1
0,0,0,1
0,0,0,1
0,0.05,0,1
0,0.062745098,0,1
0,0.008196721,0,1
0,0,0,1
0,0.028169014,0,1
0,0.017647059,0,1
0,0.065789474,0,1
0,0.036585366,0,1
0,0,0,1
0,0,0,1
0,0.019607843,0,1
0.036423841,0.027368421,4.816715839,1
0,0.106666667,0,1
0,0.083333333,0,1
0,0.115384615,0,1
0.02020202,0.194444444,1.14248711,1
0,0,0,1
0,0,0,1
0,0.333333333,0,1
0.000274104,0.001916627,1.905967235,1
0,0.038610039,0,1
0,0.112033195,0,1
0.028985507,0.038314176,2.929097315,1
0,0.070707071,0,1
0.052173913,0.065380493,11.14885235,1
0,0.037735849,0,1
0,0.04587156,0,1
0,0.097368421,0,1
0,0.166666667,0,1
0,0,0,1
0,0.019607843,0,1
0,0.176470588,0,1
0,0.066381156,0,1
0,0.018867925,0,1
0,0,0,1
0,0,0,1
0.222222222,0.34375,11.98934629,1
0,0,0,1
0,0,0,1
0,0.3125,0,1
0.144927536,0.006329114,3.705627538,1
0,0.025862069,0,1
0,0,0,1
0.004901961,0.014814815,0.353123583,1
0,0,0,1
0,0.054216867,0,1
0,0.059322034,0,1
0.002113048,0.059405941,13.99312928,1
0.029126214,0.047619048,6.559043266,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0.002895916,0.028169014,76.04669649,1
0,0.070588235,0,1
0,0,0,1
0.015560452,0.054211843,60.23786304,1
0,0,0,1
0.016236867,0.001066098,5.741286795,1
0,0.03125,0,1
0,0.343283582,0,1
0.00257732,0.011627907,1.183294662,1
0.042194093,0.029520295,9.423804626,1
0,0.076305221,0,1
0,0,0,1
0.000991629,0.025316456,16.26798425,1
0,0,0,1
0,0.027777778,0,1
0,0.028037383,0,1
0.029679595,0.036127168,34.29045103,1
0,0,0,1
0,0,0,1
0,0.178571429,0,1
0,0.055555556,0,1
0,0.090909091,0,1
0,0,0,1
0.044633369,0.072519084,17.37339666,1
0,0,0,1
0,0,0,1
0.002666667,0.019354839,2.701527788,1
0.009803922,0,0.457730545,1
0,0,0,1
0,0,0,1
0,0,0,1
0.019125683,0.0025,2.263845424,1
0,0.015037594,0,1
0,0.056074766,0,1
0,0,0,1
0.255474453,0.558823529,25.82564099,1
0.008368201,0.068965517,1.140498577,1
0,0,0,1
0,0,0,1
0.194092827,0.4,25.21074485,1
0,0.318181818,0,1
0,0,0,1
0,0,0,1
0.066532258,0.089285714,13.0183364,1
0,0.023809524,0,1
0,0.049668874,0,1
0.018947368,0.054054054,3.383939511,1
0,0.024154589,0,1
0,0,0,1
0,0.079710145,0,1
0,0.039215686,0,1
0.003321256,0,5.074901266,1
0,0.090909091,0,1
0,0.002881844,0,1
0,0,0,1
0,0.0375,0,1
0,0.058823529,0,1
0,0.045454545,0,1
0.085239085,0.233707865,34.96668866,1
0.005882353,0.000604595,0.302895921,1
0,0.012658228,0,1
0,0.086956522,0,1
0,0,0,1
0,0.111111111,0,1
0.057971014,0.032432432,1.495098125,1
0,0.032085561,0,1
0,0.081632653,0,1
0.043859649,0.021197007,6.713502076,1
0,0,0,1
0,0.106557377,0,1
0,0,0,1
0,0.081447964,0,1
0,0.009009009,0,1
0,0.004310345,0,1
0,0.015625,0,1
0,0,0,1
0,0,0,1
0,0.01369863,0,1
0.020106689,0.052805281,54.31448739,1
0,0.023076923,0,1
0,0.018691589,0,1
0,0,0,1
0.003496503,0,2.095903274,1
0.083544304,0.085808581,16.92113207,1
0,0.022727273,0,1
0,0.010526316,0,1
0,0.104166667,0,1
0.019138756,0,1.409033821,1
0,0.089285714,0,1
0,0.1201849,0,1
0,0,0,1
0,0.111111111,0,1
0,0,0,1
0.000692617,0.00172117,38.66612492,1
0.034883721,0.000341997,1.8983643,1
0,0,0,1
0,0.131914894,0,1
0,0.031372549,0,1
0,0.021929825,0,1
0,0.040816327,0,1
0.071969697,0.169322709,8.656228784,1
0,0.00990099,0,1
0,0,0,1
0,0.042424242,0,1
0,0.074074074,0,1
0,0.005319149,0,1
0,0.048192771,0,1
0.03460039,0.089530686,24.83549774,1
0.028776978,0.022522523,1.831109085,1
0,0.012048193,0,1
0,0.004098361,0,1
0.155922039,0.239583333,72.07769847,1
0,0.027777778,0,1
0.009604901,0.040792541,74.62661124,1
0,0.014705882,0,1
0.028531663,0.010733453,19.23910448,1
0,0.052631579,0,1
0,0.034722222,0,1
0.012711864,0.008032129,1.220000574,1
0,0,0,1
0.006257822,0.011029412,1.718237088,1
0,0,0,1
0.07751938,0.125,9.58595135,1
0,0,0,1
0,0,0,1
0,0.107017544,0,1
0.028571429,0.013574661,1.813026873,1
0,0,0,1
0,0.027777778,0,1
0,0.016759777,0,1
0,0.037974684,0,1
0,0.026315789,0,1
0,0.008474576,0,1
0,0.096296296,0,1
0,0,0,1
0,0.017857143,0,1
0,0,0,1
0.01618123,0.007246377,2.451639601,1
0,0.077669903,0,1
0,0.064516129,0,1
0,0.087719298,0,1
0,0,0,1
0,0.269230769,0,1
0,0.08583691,0,1
0,0.05,0,1
0,0,0,1
0,0.153846154,0,1
0,0.059907834,0,1
0,0.010638298,0,1
0,0,0,1
0,0.076923077,0,1
0,0,0,1
5.12E-05,0.003693823,27.6578475,1
0.040247678,0.053398058,9.875859539,1
0,0,0,1
0.01019796,0.057315234,6.791729542,1
0,0,0,1
0,0,0,1
0.034090909,0.222222222,2.012512199,1
0.01754386,0.074105145,5.753245911,1
0,0.042735043,0,1
0,0.071593533,0,1
0,0.008287293,0,1
0,0,0,1
0,0,0,1
0.005,0,0.41156459,1
0,0.334029228,0,1
0,0.061538462,0,1
0,0.626865672,0,1
0,0.028169014,0,1
0,0.12,0,1
0,0,0,1
0,0.000530504,0,1
0,0,0,1
0,0.038961039,0,1
0,0,0,1
0,0.036923077,0,1
0,0.168316832,0,1
0,0.111111111,0,1
0,0,0,1
0.042168675,0.015070922,2.733981395,1
0,0.130136986,0,1
0.051627385,0.102236422,17.1214795,1
0,0.006116208,0,1
0,0.007843137,0,1
0,0.089430894,0,1
0,0.01754386,0,1
0,0.027027027,0,1
0,0.047619048,0,1
0,0.055555556,0,1
0.048206278,0.100515464,20.84732458,1
0,0.028340081,0,1
0,0.061188811,0,1
0,0,0,1
0,0,0,1
0,0.162925416,0,1
0,0.057522124,0,1
0,0.067307692,0,1
0,0.019607843,0,1
0,0.0625,0,1
0,0.023255814,0,1
0.020484171,0.003319502,4.266627661,1
0,0.072847682,0,1
0.002201767,0.103021978,43.22851617,1
0.006711409,0.012406948,1.286334168,1
0.063694268,0.056338028,3.470127552,1
0,0,0,1
0,0.054054054,0,1
0,0,0,1
0.107954545,0.15,9.270664847,1
0.094488189,0,4.771157314,1
0,0,0,1
0,0.06097561,0,1
0,0.154716981,0,1
0.003737619,0.03891709,14.96503699,1
0,0.003690037,0,1
0,0.025974026,0,1
0,0,0,1
0,0,0,1
0,0.035555556,0,1
0,0.027777778,0,1
0,0,0,1
0,0,0,1
0,0.093023256,0,1
0,0,0,1
0,0.079365079,0,1
0,0.064516129,0,1
0,0,0,1
0,0.070175439,0,1
0.025264395,0.077922078,16.64025189,1
0.070945946,0.035587189,75.31771688,1
0,0.007104796,0,1
0,0,0,1
0.076086957,0,5.653079829,1
0,0.076923077,0,1
0.001481481,0.02862254,1.613049997,1
0,0,0,1
0,0.214285714,0,1
0,0.037037037,0,1
0.001397624,0.034482759,7.737422623,1
