J_Fee,J_Fer,C_Fee,C_Fer,AA,Label
0,0,0,0,0,1
0,0,0,0,0,1
0,0.166666667,0,0.141421356,0,1
0,0.133333333,0,0.088888889,0,1
0.004867512,0.054597701,0.033694283,0.00564949,143.6326515,1
0,0.076923077,0,0.144337567,0,1
0,0.005797101,0,0.035944258,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0.068965517,0,0.021821789,0,1
0,0.07,0,0.008384896,0,1
0.101123596,0.214285714,0.186171481,0.08,6.95297886,1
0,0.054242003,0,0.004861094,0,1
0,0,0,0,0,1
0,0.028892456,0,0.003370857,0,1
0.065116279,0.044444444,0.176327453,0.011091871,5.225197724,1
0,0,0,0,0,1
0.063186813,0.193602694,0.124486289,0.017291038,9.684062652,1
0,0.004901961,0,0.00090857,0,1
0,0.145038168,0,0.019393079,0,1
0,0.08045977,0,0.032649026,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0.128,0,0.019878802,0,1
0,0.073369565,0,0.012336017,0,1
0.000478682,0.01310717,0.008110916,0.001724443,21.47092814,1
0,0,0,0,0,1
0.011192087,0.068965517,0.027184445,0.011404229,15.95840493,1
0,0.064516129,0,0.017067171,0,1
0.043478261,0.052713178,0.098950996,0.006710031,6.308222535,1
0,0.026785714,0,0.022849559,0,1
0,0.056603774,0,0.021066252,0,1
0.022964509,0.021153846,0.052351876,0.002006738,8.777315249,1
0,0,0,0,0,1
0,0.124137931,0,0.02305261,0,1
0,0,0,0,0,1
0,0.02173913,0,0.008127664,0,1
0.034146341,0.112676056,0.093449699,0.032878687,3.012873518,1
0,0.175,0,0.068424603,0,1
0,0,0,0,0,1
0.013100437,0.012658228,0.056224748,0.002795085,2.214609654,1
0,0,0,0,0,1
0,0.047619048,0,0.008946777,0,1
0,0.009916095,0,0.001499801,0,1
0,0,0,0,0,1
0.011764706,0,0.024056261,0,0.897711718,1
0,0.0625,0,0.129099445,0,1
0,0.007407407,0,0.001650893,0,1
0.06263048,0.213930348,0.136203326,0.02074182,12.1204943,1
0.02247191,0.030198447,0.053397184,0.004213514,2.693923885,1
0.002081888,0.007680492,0.006446323,0.006255006,1.083757596,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0.034482759,0,0.015868019,0,1
0,0.128,0,0.026758547,0,1
0.036850921,0.069148936,0.112025274,0.013131313,97.64117956,1
0,0.03539823,0,0.006219642,0,1
0,0.036885246,0,0.008722257,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0.00990099,0.045454545,0.063404262,0.020963137,0.924433014,1
0,0.203389831,0,0.036930464,0,1
0,0,0,0,0,1
0,0.035714286,0,0.042190796,0,1
0.142857143,0.346153846,0.25819889,0.113841996,7.068552141,1
0,0.040239726,0,0.015405412,0,1
0,0,0,0,0,1
0,0.043478261,0,0.055901699,0,1
0,0,0,0,0,1
0,0.5,0,0.236227796,0,1
0.11627907,0.081081081,0.209060503,0.030837836,1.974822523,1
0,0.03125,0,0.018042196,0,1
0,0,0,0,0,1
0,0.015151515,0,0.003349915,0,1
0,0,0,0,0,1
0,0.035211268,0,0.007331662,0,1
0,0.093596059,0,0.015109942,0,1
0,0.019762846,0,0.052495066,0,1
0,0,0,0,0,1
0,0.040983607,0,0.013947341,0,1
0.015209125,0.009259259,0.030922161,0.001958965,2.768466461,1
0.093167702,0.084210526,0.175035011,0.019883894,8.325394244,1
0.0427679,0.14109589,0.126717387,0.011915142,34.91499321,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0.033613445,0.058823529,0.066009836,0.048112522,1.982089078,1
0.017679558,0.000762777,0.055121968,0.00016903,8.106776407,1
0,0.041666667,0,0.054554473,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0.036789298,0,0.029462783,0,1
0,0.246575342,0,0.088625874,0,1
0,0.170212766,0,0.052148535,0,1
0,0,0,0,0,1
0.001242967,0.015037594,0.007829179,0.002158815,8.995213074,1
0,0,0,0,0,1
0,0.04040404,0,0.013859179,0,1
0.115727003,0.115241636,0.207552538,0.031962959,16.39672867,1
0.198795181,0.168316832,0.379837636,0.028088269,16.96165678,1
0,0.352941176,0,0.106600358,0,1
0.004932182,0.02970297,0.010919266,0.014492754,2.057375536,1
0,0.003125,0,0.00101681,0,1
0,0.085959885,0,0.022677039,0,1
0,0,0,0,0,1
0,0.206140351,0,0.027245905,0,1
0,0.011029412,0,0.002895753,0,1
0.073800738,0.046925566,0.138982755,0.005428086,14.45770275,1
0.016666667,0.014545455,0.092057462,0.004170678,0.325029856,1
0,0.076923077,0,0.032729586,0,1
0,0.126361656,0,0.018154739,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0.006269592,0,0.001741116,0,1
0.228571429,0.131578947,0.397033334,0.049019608,3.84211672,1
0,0.039735099,0,0.008365785,0,1
0,0,0,0,0,1
0.009455768,0.031113059,0.039587346,0.002969968,20.20904042,1
0,0.033333333,0,0.029160592,0,1
0.216216216,0.248908297,0.364673845,0.051204837,8.131543184,1
0,0,0,0,0,1
0,0.064220183,0,0.006869563,0,1
0,0.023809524,0,0.052704628,0,1
0.013392857,0.01179941,0.031078223,0.001894628,6.000838207,1
0.002620741,0.014957265,0.018348214,0.002869578,7.175857725,1
0,0.041666667,0,0.027777778,0,1
0,0,0,0,0,1
0.010526316,0.076086957,0.023168268,0.018561176,0.376764689,1
0.027777778,0.041666667,0.054200091,0.008393285,3.119249339,1
0,0,0,0,0,1
0.019002678,0.086345382,0.050048692,0.00923071,56.38039002,1
0.107594937,0.123287671,0.197009607,0.038961039,12.77383368,1
0,0.009708738,0,0.008688101,0,1
0.008197444,0,0.025756204,0,44.00789324,1
0,0.003052917,0,0.000470998,0,1
0,0,0,0,0,1
0,0.126865672,0,0.024958043,0,1
0.208633094,0.425,0.348236882,0.109055051,22.33106947,1
0,0.006711409,0,0.001458625,0,1
0,0,0,0,0,1
0,0.046448087,0,0.006178265,0,1
0,0,0,0,0,1
0,0.03125,0,0.051214752,0,1
0.092592593,0,0.181369063,0,3.410464587,1
0,0.070038911,0,0.012775173,0,1
0,0.054054054,0,0.022222222,0,1
0,0.088235294,0,0.042581044,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0.224817518,0,0.016546548,0,1
0,0.030864198,0,0.020619652,0,1
0,0.061728395,0,0.02738873,0,1
0,0.071428571,0,0.061249495,0,1
0,0.096385542,0,0.032547228,0,1
0,0.013157895,0,0.057735027,0,1
0,0.006060606,0,0.03904344,0,1
0,0.203349282,0,0.026597258,0,1
0.025740026,0.001908397,0.056706621,0.000464896,7.78624296,1
0.084,0.021052632,0.24346292,0.010752688,8.871508802,1
0,0.063291139,0,0.049104638,0,1
0.005781191,0.068432671,0.037773805,0.007918031,83.12249625,1
0.04,0.231966054,0.130465615,0.016598213,1.748799531,1
0,0.016129032,0,0.005798295,0,1
0,0,0,0,0,1
0,0.057142857,0,0.013317588,0,1
0,0,0,0,0,1
0.135802469,0.08974359,0.246275515,0.024331972,7.780769575,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0.105263158,0,0.045749571,0,1
0.076470588,0.212121212,0.151987021,0.07381519,8.550797819,1
0.022695035,0.097701149,0.072689736,0.017902753,7.355050587,1
0,0.094339623,0,0.039259181,0,1
0,0,0,0,0,1
0,0.2,0,0.045809909,0,1
0,0,0,0,0,1
0,0.041666667,0,0.021081851,0,1
0.028372093,0.021922428,0.07167053,0.003671369,24.25274967,1
0,0.018181818,0,0.068041382,0,1
0.006342495,0.026446281,0.013775388,0.002847896,0.942962742,1
0,0,0,0,0,1
0,0.008849558,0,0.003367003,0,1
0,0.039735099,0,0.04152274,0,1
0,0.032258065,0,0.014433757,0,1
0,0.063492063,0,0.030386856,0,1
0.060387391,0.158730159,0.118001659,0.017070984,66.09597911,1
0,0.0625,0,0.047140452,0,1
0,0,0,0,0,1
0,0.039014374,0,0.00446299,0,1
0,0,0,0,0,1
0,0.045454545,0,0.014986098,0,1
0,0.096969697,0,0.017532396,0,1
0.021126761,0.007371007,0.044455422,0.002024706,1.115555244,1
0,0,0,0,0,1
0,0.015384615,0,0.007098628,0,1
0.009174312,0.000539957,0.026490647,0.000156803,0.296512087,1
0,0.02,0,0.011111111,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0.009063444,0,0.018490007,0,1
0,0,0,0,0,1
0,0.037037037,0,0.009475587,0,1
0.035714286,0.076923077,0.073148977,0.033333333,1.107745671,1
0,0.024608501,0,0.017315981,0,1
0,0.058823529,0,0.025515518,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0.009922347,0.053291536,0.041713924,0.007295532,10.36524194,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0.171717172,0,0.051693228,0,1
0,0,0,0,0,1
0,0.044642857,0,0.007636908,0,1
0,0,0,0,0,1
0,0.388888889,0,0.212218672,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0.137152778,0.059354839,0.245590449,0.026123413,35.35955285,1
0.104477612,0.303030303,0.206959339,0.092159049,5.005867817,1
0.064356436,0.033613445,0.218310179,0.010719585,6.858158504,1
0,0,0,0,0,1
0,0.025641026,0,0.018795299,0,1
0.063157895,0.03030303,0.136449806,0.009297707,11.51235971,1
0.23880597,0.363636364,0.385570154,0.12830006,12.03102599,1
0,0.010695187,0,0.024640709,0,1
0,0,0,0,0,1
0.024752475,0.067010309,0.052190411,0.011341594,16.22367273,1
0,0.117647059,0,0.025452582,0,1
0,0.042016807,0,0.009495893,0,1
0.012891344,0.042553191,0.106304929,0.01426025,4.729846192,1
0,0.119266055,0,0.020102925,0,1
0.06557377,0.125,0.127515343,0.02947886,8.666878196,1
0,0.066666667,0,0.014731391,0,1
0.003113325,0.004834811,0.010525033,0.001093432,1.895139298,1
0.151079137,0.297520661,0.314309279,0.068561355,22.57230744,1
0.013827434,0.070621469,0.029844238,0.009363769,27.10155483,1
0,0.004931507,0,0.000706816,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0.048076923,0,0.011437725,0,1
0.028985507,0,0.05782545,0,2.923704061,1
9.26E-05,0.007349081,0.004012839,0.001222947,4.336078504,1
0,0,0,0,0,1
0,0.090909091,0,0.068041382,0,1
0,0.214285714,0,0.05213994,0,1
0,0,0,0,0,1
0,0.063091483,0,0.015833611,0,1
0,0.083333333,0,0.116691993,0,1
0,0.002840909,0,0.000497512,0,1
0,0,0,0,0,1
0,0.024390244,0,0.008260585,0,1
0.020554985,0.051094891,0.06735683,0.006942183,63.46330986,1
0,0.007874016,0,0.018033393,0,1
0,0,0,0,0,1
0,0.082677165,0,0.008667624,0,1
0,0.002770083,0,0.008833316,0,1
0.010416667,0.052631579,0.02146694,0.013014877,2.681338227,1
0.041262136,0.052631579,0.080067629,0.011132843,8.51250479,1
0,0.082352941,0,0.023907221,0,1
0,0.045454545,0,0.074535599,0,1
0,0.072072072,0,0.017998308,0,1
0.153619529,0.394736842,0.271468895,0.07416864,271.0652595,1
0,0.044692737,0,0.013898066,0,1
0,0.064516129,0,0.092847669,0,1
0.014478764,0.046979866,0.040143704,0.008468421,13.47184976,1
0,0,0,0,0,1
0.031372549,0.004417449,0.060935692,0.00081643,2.995073408,1
0,0,0,0,0,1
0.000119933,0,0.001970475,0,0.683478177,1
0,0.01369863,0,0.03344968,0,1
0.000256819,0.00082713,0.003088794,0.000223463,12.37529746,1
0,0,0,0,0,1
0.311111111,0.259259259,0.515347122,0.06820348,9.845392185,1
0,0.079545455,0,0.046623172,0,1
0,0.272727273,0,0.074432293,0,1
0.015748031,0,0.034714428,0,1.248230789,1
0,0.027777778,0,0.043519414,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0.081264108,0.028571429,0.189237939,0.01603957,41.34208196,1
0,0.01754386,0,0.009643959,0,1
0,0,0,0,0,1
0,0.009433962,0,0.009433962,0,1
0.006644518,0.002234637,0.047377937,0.001291611,1.046898904,1
0.003994009,0.012971698,0.020861364,0.002689061,3.025576698,1
0,0.039106145,0,0.023838362,0,1
0,0,0,0,0,1
0,0.035294118,0,0.021652327,0,1
0,0.064516129,0,0.02,0,1
0,0,0,0,0,1
0.018348624,0.014492754,0.045045045,0.004499577,6.394367103,1
0.010175439,0.087442472,0.058841084,0.005336046,9.967319633,1
1.16E-05,0.000861883,0.00139282,0.000304985,0.390639248,1
0,0,0,0,0,1
0,0.081632653,0,0.011833353,0,1
0.066449246,0.030973451,0.13915166,0.004035854,65.96646358,1
0,0.064981949,0,0.015665636,0,1
0,0.01,0,0.003762058,0,1
0,0.050691244,0,0.010733715,0,1
0.047911548,0.051136364,0.096681669,0.006571998,17.79506165,1
0,0.036199095,0,0.022404481,0,1
0.002457819,0.004792332,0.022522864,0.001532606,14.98348803,1
0,0,0,0,0,1
0.000471158,0.006235386,0.006173697,0.00107663,6.435170997,1
0.066666667,0.158730159,0.183512877,0.04724144,5.66193456,1
0,0.032059186,0,0.023599744,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0.333333333,0,0.094280904,0,1
0,0.106060606,0,0.023311586,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0.039634146,0.081081081,0.082804227,0.015464739,5.18357336,1
0,0.021459227,0,0.01398975,0,1
0,0,0,0,0,1
0.011363636,0.0625,0.03928371,0.037248404,0.484388641,1
0,0.0625,0,0.129099445,0,1
0,0.023809524,0,0.012598816,0,1
0,0.064705882,0,0.014749735,0,1
0.005244755,0.005574136,0.010606337,0.000829938,1.020981193,1
0,0.02739726,0,0.008019785,0,1
0,0.066666667,0,0.060302269,0,1
0,0.034722222,0,0.024485105,0,1
0,0.021276596,0,0.073720978,0,1
0,0.026378897,0,0.021101159,0,1
0,0.1,0,0.04547543,0,1
0,0.047619048,0,0.036885556,0,1
0,0,0,0,0,1
0.003108348,0.05,0.009894648,0.009046072,2.354198228,1
0.003321879,0.00992411,0.020186294,0.001444718,46.38739877,1
0.00135318,0.025352113,0.036785595,0.002488984,0.38165957,1
0.000635122,0.044444444,0.017825907,0.026243194,1.625262833,1
0,0.045454545,0,0.02184651,0,1
0,0.158163265,0,0.030114692,0,1
0,0.015954709,0,0.007767192,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0.388059701,0,0.060465116,0,1
0,0.05511022,0,0.004878953,0,1
0.025453143,0.065395095,0.057786123,0.009238499,24.60810885,1
0.022801303,0.01826484,0.054122273,0.0042428,2.575743163,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0.02,0,0.019059724,0,1
0,0,0,0,0,1
0,0.03030303,0,0.014266801,0,1
0,0.014354067,0,0.005531187,0,1
0,0.0078125,0,0.001774591,0,1
0.011049724,0.022099448,0.036698792,0.006075268,0.895334402,1
0,0,0,0,0,1
0,0.056603774,0,0.01489609,0,1
0,0.090909091,0,0.079583716,0,1
0,0,0,0,0,1
0,0.05,0,0.02795085,0,1
0.054794521,0.098039216,0.118469776,0.033501261,1.729326977,1
0,0.055350554,0,0.011609931,0,1
0,0.156862745,0,0.125707872,0,1
0.069148936,0.001848429,0.133377186,0.000524291,4.514309525,1
0,0,0,0,0,1
0,0.047945205,0,0.0158193,0,1
0,0.001572327,0,0.000789889,0,1
0.14084507,0.263157895,0.259587066,0.069444444,5.174301346,1
0,0.010638298,0,0.000836072,0,1
0,0.039215686,0,0.009487734,0,1
0,0,0,0,0,1
0,0.035433071,0,0.038100038,0,1
0,0.037735849,0,0.010019589,0,1
0,0.035175879,0,0.006873217,0,1
2.58E-05,0.000875657,0.000823799,0.000255239,0.830482024,1
0.029632906,0.100671141,0.082512566,0.021606791,27.65137931,1
0,0.015433741,0,0.017200012,0,1
0.04315197,0.029411765,0.100251418,0.007713892,15.95716019,1
0,0,0,0,0,1
0,0.099378882,0,0.021492179,0,1
0,0.094972067,0,0.017350552,0,1
0,0.048387097,0,0.011065667,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0.013333333,0,0.004232769,0,1
0,0.011904762,0,0.003968254,0,1
0,0,0,0,0,1
0.041104689,0.019230769,0.114194715,0.003855267,26.13840962,1
0,0.096774194,0,0.010636397,0,1
0,0,0,0,0,1
0,0.084327087,0,0.006524098,0,1
0.04047619,0.077922078,0.078850875,0.026840332,13.02117711,1
0.015503876,0.071428571,0.044346007,0.054392829,3.211806816,1
0,0,0,0,0,1
0,0.052631579,0,0.01481512,0,1
0,0.003448276,0,0.029411765,0,1
0,0.055172414,0,0.033157649,0,1
0,0.046511628,0,0.013289623,0,1
0,0,0,0,0,1
0,0.022346369,0,0.004357102,0,1
0,0,0,0,0,1
0,0.056074766,0,0.046225016,0,1
0,0.016460905,0,0.005331969,0,1
0.069565217,0.005555556,0.131149499,0.001650893,11.73931498,1
0,0,0,0,0,1
0,0.24137931,0,0.084423176,0,1
0.131681877,0.254464286,0.270832965,0.031631141,59.17788713,1
0.013392857,0,0.034687297,0,1.0655275,1
0.038461538,0.013568521,0.179721289,0.004096622,5.582829317,1
0,0,0,0,0,1
0,0.057971014,0,0.016993758,0,1
0,0,0,0,0,1
0.041614124,0.048913043,0.090248526,0.017089463,11.96251486,1
0,0,0,0,0,1
0.030162413,0.041152263,0.121470132,0.011182479,10.20882415,1
0,0.023391813,0,0.044086671,0,1
0,0.000875657,0,0.000619725,0,1
0,0.042780749,0,0.035272079,0,1
0.212658228,0.224215247,0.360917454,0.029452384,49.8031618,1
0,0.003703704,0,0.000582309,0,1
0,0,0,0,0,1
0,0.009174312,0,0.004065343,0,1
0,0.065217391,0,0.025580365,0,1
0,0.138461538,0,0.027742948,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0.012485137,0.343283582,0.037504186,0.070015626,12.77510348,1
0.163934426,0.293296089,0.34503278,0.02781498,3.931762553,1
0.007825004,0.018027572,0.037809702,0.003390785,19.38352566,1
0,0.065326633,0,0.015104734,0,1
0,0.021276596,0,0.009773439,0,1
0,0.057142857,0,0.025490637,0,1
0.015384615,0,0.031234752,0,4.505222757,1
0,0,0,0,0,1
0,0.007092199,0,0.003623188,0,1
0,0.08492569,0,0.01171422,0,1
0,0.074074074,0,0.034360407,0,1
0,0.058823529,0,0.021012443,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0.093663912,0,0.027565892,0,1
0,0.166666667,0,0.104972776,0,1
0,0.069721116,0,0.007765385,0,1
0,0.12,0,0.093521953,0,1
0,0.064102564,0,0.034454093,0,1
0.042435424,0.064189189,0.081523387,0.009156585,8.937928727,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0.081081081,0,0.047245559,0,1
0,0,0,0,0,1
0,0.006756757,0,0.001875311,0,1
0,0,0,0,0,1
0,0.029411765,0,0.012562973,0,1
0,0,0,0,0,1
0.088757396,0.052694611,0.166635811,0.005233532,16.16868969,1
0.000742462,0.104771274,0.011226005,0.005733354,9.802878191,1
0,0.047619048,0,0.025641026,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0.142857143,0,0.125,0,1
0.166666667,0.25,0.379049022,0.09166199,2.328397151,1
0.008782936,0.032128514,0.04326266,0.006896552,3.47192319,1
0,0.035460993,0,0.019601514,0,1
0,0.157894737,0,0.176776695,0,1
0,0,0,0,0,1
0.02020202,0.008830022,0.047973909,0.002336642,0.640044508,1
0,0.014652015,0,0.003079201,0,1
0,0.049327354,0,0.015183178,0,1
0,0.045751634,0,0.02600219,0,1
0,0,0,0,0,1
0.005284016,0.010137581,0.011707924,0.001530161,1.427246872,1
0.032786885,0,0.065938047,0,1.593402893,1
0,0,0,0,0,1
0.014925373,0.018181818,0.087038828,0.01309457,0.410750338,1
0,0.6,0,0.375,0,1
0,0.076923077,0,0.031980107,0,1
0,0.030888031,0,0.010318278,0,1
0,0.03652968,0,0.006317696,0,1
0,0.205128205,0,0.065258847,0,1
0,0.030769231,0,0.013551927,0,1
0,0.079037801,0,0.015151841,0,1
0,0,0,0,0,1
0,0.069852941,0,0.041842507,0,1
0.009045067,0.042678923,0.071138219,0.004990817,555.3741434,1
0,0.058823529,0,0.034020691,0,1
0,0,0,0,0,1
0,0.083333333,0,0.150755672,0,1
0,0.010989011,0,0.00567198,0,1
0.006014215,0.019704433,0.026125687,0.002706139,5.845570149,1
0,0,0,0,0,1
0,0.028571429,0,0.008553337,0,1
0,0,0,0,0,1
0,0.05,0,0.01310356,0,1
0,0,0,0,0,1
0,0.025,0,0.010200896,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0.005227782,0.012195122,0.021995619,0.004491048,3.011672108,1
0,0,0,0,0,1
0,0.033898305,0,0.01093337,0,1
0,0.142857143,0,0.046945253,0,1
0,0,0,0,0,1
0,0.033112583,0,0.009155989,0,1
0,0,0,0,0,1
0,0.002257336,0,0.000455026,0,1
0,0.226666667,0,0.100173461,0,1
0,0,0,0,0,1
0,0.025,0,0.006014065,0,1
0.0625,0.02464332,0.15430335,0.031163793,1.664385619,1
0,0.033707865,0,0.03030303,0,1
0.020080321,0.081967213,0.046615108,0.024748533,1.82309718,1
0,0.068181818,0,0.017804233,0,1
0.018018018,0.006437768,0.078933704,0.002645237,0.842427514,1
0,0,0,0,0,1
0.023121387,0.09375,0.067210281,0.017162786,1.54988146,1
0.000103961,0.005167959,0.00228853,0.000669438,4.552593569,1
0,0,0,0,0,1
0,0.039577836,0,0.027073651,0,1
0,0.04,0,0.03011693,0,1
0,0,0,0,0,1
0,0.069767442,0,0.012561486,0,1
0,0.035971223,0,0.005747818,0,1
0,0.035714286,0,0.022941573,0,1
0.062801932,0.040322581,0.126964023,0.018180346,48.30298485,1
0,0.05801105,0,0.00755493,0,1
0,0.010638298,0,0.026207121,0,1
0,0.030630631,0,0.006732675,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0.144329897,0,0.031327516,0,1
0,0.044444444,0,0.011354923,0,1
0,0,0,0,0,1
0,0.025688073,0,0.037549844,0,1
0,0.030050083,0,0.027393865,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0.035087719,0,0.015449659,0,1
0.07253886,0.001884422,0.163969953,0.001087972,5.062155129,1
0.004938272,0.018518519,0.019256379,0.006382516,1.678510921,1
0,0.290322581,0,0.126074658,0,1
0,0,0,0,0,1
0,0.036363636,0,0.013153341,0,1
0,0.105263158,0,0.028212421,0,1
0,0.058823529,0,0.026672002,0,1
0,0.162162162,0,0.11433239,0,1
0.020102483,0.043276662,0.067436723,0.005800985,22.2111716,1
0,0.158536585,0,0.040855058,0,1
0,0.046948357,0,0.028186493,0,1
0,0.251748252,0,0.044576173,0,1
0,0,0,0,0,1
0,0.013333333,0,0.007658171,0,1
0.040178571,0.074534161,0.078358694,0.015554275,8.673670866,1
0.025641026,0.042032862,0.053144767,0.003111084,2.760440525,1
0,0.05,0,0.114707867,0,1
0,0.153061224,0,0.040422604,0,1
0,0,0,0,0,1
0,0.285714286,0,0.272165527,0,1
0,0.020833333,0,0.012551093,0,1
0,0.03539823,0,0.028152265,0,1
0,0.166666667,0,0.086243936,0,1
0.001540832,0.002219263,0.018409837,0.000512317,3.552216592,1
0.06779661,0.294117647,0.134687006,0.208333333,5.044933718,1
0,0,0,0,0,1
0.020180932,0.049056604,0.108988674,0.01027668,21.79995659,1
0,0.083798883,0,0.014422644,0,1
0,0,0,0,0,1
0.038216561,0.135135135,0.17038855,0.053994925,9.454090121,1
0,0.131578947,0,0.136999156,0,1
0,0.2,0,0.176776695,0,1
0,0.030769231,0,0.050800051,0,1
0.077751196,0.073439412,0.145647681,0.007235437,24.43702242,1
0,0,0,0,0,1
0,0.057077626,0,0.016721334,0,1
0,0.018518519,0,0.01638244,0,1
0,0.032051282,0,0.021053798,0,1
0.044444444,0.18852459,0.090763353,0.032209402,2.703549321,1
0,0.3,0,0.188982237,0,1
0.002793296,0.005376344,0.007030757,0.00166122,0.282922747,1
0,0,0,0,0,1
0,0.034722222,0,0.012223879,0,1
0,0.164383562,0,0.09028939,0,1
0,0.022408964,0,0.004620614,0,1
0,0,0,0,0,1
0,0.261682243,0,0.070438524,0,1
0,0.102941176,0,0.054067355,0,1
0.032967033,0.022900763,0.102029275,0.006681531,5.806738158,1
0.108108108,0.034768212,0.269952762,0.007273759,12.11406688,1
0.001750547,0.005586592,0.004029217,0.001152809,1.615135005,1
0,0.052941176,0,0.010730814,0,1
0.021865889,0,0.088223084,0,5.916709538,1
0,0,0,0,0,1
0.044444444,0.263157895,0.165773689,0.110485435,4.696790394,1
0.098939929,0.210084034,0.224007168,0.038259769,14.43509941,1
0.001870557,0.00148368,0.014218725,0.000665002,7.45948321,1
0,0.009823183,0,0.036973188,0,1
0,0.028248588,0,0.006362038,0,1
0,0.032520325,0,0.011915109,0,1
0,0,0,0,0,1
0.000801925,0.033707865,0.020032077,0.007996802,0.374497352,1
0,0,0,0,0,1
0.009615385,0.107913669,0.069673301,0.024705294,0.374497352,1
0,0,0,0,0,1
0.001162385,0.011120616,0.013480104,0.001595377,39.05259028,1
0.086767896,0.068403909,0.159680957,0.012249899,17.21707501,1
0,0.426086957,0,0.075764389,0,1
0.017156863,0,0.033770351,0,3.206388379,1
0,0.051282051,0,0.108147614,0,1
0,0.210526316,0,0.161690417,0,1
0,0.035,0,0.016535946,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0.027777778,0,0.084515425,0,1
0,0.105263158,0,0.1,0,1
0,0,0,0,0,1
0,0,0,0,0,1
1.31E-06,0.001856053,0.000661486,0.000450903,0.311134055,1
0,0.028571429,0,0.03592106,0,1
0,0.015625,0,0.005446701,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0.00396376,0,0.006697108,0,1
0,0,0,0,0,1
0.003164557,0.008333333,0.006473611,0.001952023,0.77895959,1
0,0.074468085,0,0.012675082,0,1
0,0.046511628,0,0.01018871,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0.071782178,0.116071429,0.134107004,0.029631751,11.10435997,1
0,0.065934066,0,0.023256513,0,1
0.071942446,0.136258661,0.246631812,0.014564294,16.95186402,1
0.012765957,0.00466805,0.026602896,0.000639381,1.830828724,1
0,0.053333333,0,0.016681443,0,1
0.00067423,0.025862069,0.01016344,0.002369896,10.70896108,1
0,0,0,0,0,1
0.0075,0.041509434,0.015687682,0.007253576,1.150332938,1
0,0.248730964,0,0.033172748,0,1
0,0.035320088,0,0.018435578,0,1
0,0,0,0,0,1
0,0.046979866,0,0.01777968,0,1
0,0.067567568,0,0.018518519,0,1
0.150592217,0.118421053,0.280102823,0.049695702,44.87549455,1
0,0,0,0,0,1
0,0.014705882,0,0.01767767,0,1
0,0.059171598,0,0.014971335,0,1
0,0.1875,0,0.073800248,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0.115631692,0,0.013799611,0,1
0,0.032258065,0,0.018042196,0,1
0,0.012048193,0,0.003906339,0,1
0,0,0,0,0,1
0,0.016736402,0,0.002745955,0,1
0,0.105691057,0,0.049356216,0,1
0,0.079136691,0,0.022078796,0,1
0.002205072,0.012195122,0.015792646,0.002474853,0.641524057,1
0,0,0,0,0,1
0.010607522,0.079365079,0.021422693,0.016703828,7.959006864,1
0.235772358,0.354166667,0.381711142,0.052577431,14.99310297,1
0.057569296,0.051282051,0.115710507,0.01698089,13.78257897,1
0,0.022988506,0,0.003252011,0,1
0,0.038461538,0,0.036369648,0,1
0,0.125,0,0.101015254,0,1
0,0.022727273,0,0.011864475,0,1
0,0.0625,0,0.024058826,0,1
0.004175365,0.027027027,0.009807693,0.007843137,0.98682142,1
0,0.125827815,0,0.011605039,0,1
0,0.02173913,0,0.012745319,0,1
0.225490196,0.264957265,0.368957581,0.044770443,11.22596605,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0.06833713,0,0.012692118,0,1
0,0.070175439,0,0.068680282,0,1
